peer,KPI,sort,Product,Hierarchy 1,average,Value,Rank,last,group,Code
OLAP analysis-focused products,Self-service,12,BOARD,,7.071264144,7.654255319,4,,2,
OLAP analysis-focused products,Self-service,12,CALUMO,,7.071264144,8.95,2,,2,
OLAP analysis-focused products,Self-service,12,Cubeware,,7.071264144,5.815217391,11,,2,
OLAP analysis-focused products,Self-service,12,cubus,,7.071264144,8.986842105,1,,2,
OLAP analysis-focused products,Self-service,12,IBM Plan Analytics,,7.071264144,6.181818182,10,,2,
OLAP analysis-focused products,Self-service,12,Infor BI,,7.071264144,5.275,13,,2,
OLAP analysis-focused products,Self-service,12,Jedox,,7.071264144,7.032608696,7,,2,
OLAP analysis-focused products,Self-service,12,MS Excel,,7.071264144,6.568435754,8,,2,
OLAP analysis-focused products,Self-service,12,Pyramid Analytics,,7.071264144,8.732758621,3,,2,
OLAP analysis-focused products,Self-service,12,SAP BO Analysis,,7.071264144,7.236842105,6,,2,
OLAP analysis-focused products,Self-service,12,TARGIT,,7.071264144,6.25,9,,2,
OLAP analysis-focused products,Self-service,12,Unit4 prevero,,7.071264144,5.601351351,12,,2,
OLAP analysis-focused products,Flexibility,13,Bissantz,,6.479094558,4.790635756,10,,2,
OLAP analysis-focused products,Flexibility,13,BOARD,,6.479094558,9.809668585,2,,2,
OLAP analysis-focused products,Flexibility,13,CALUMO,,6.479094558,4.5872101,12,,2,
OLAP analysis-focused products,Flexibility,13,Cubeware,,6.479094558,4.960072611,9,,2,
OLAP analysis-focused products,Flexibility,13,cubus,,6.479094558,9.566711781,3,,2,
OLAP analysis-focused products,Flexibility,13,IBM Plan Analytics,,6.479094558,7.820924718,5,,2,
OLAP analysis-focused products,Flexibility,13,Infor BI,,6.479094558,4.779228345,11,,2,
OLAP analysis-focused products,Flexibility,13,Jedox,,6.479094558,9.050413318,4,,2,
OLAP analysis-focused products,Flexibility,13,MS Excel,,6.479094558,6.134729627,6,,2,
OLAP analysis-focused products,Flexibility,13,Pyramid Analytics,,6.479094558,5.383766792,8,,2,
OLAP analysis-focused products,Flexibility,13,SAP BO Analysis,,6.479094558,1.721039945,13,,2,
OLAP analysis-focused products,Flexibility,13,TARGIT,,6.479094558,5.758171006,7,,2,
OLAP analysis-focused products,Flexibility,13,Unit4 prevero,,6.479094558,9.86565667,1,,2,
OLAP analysis-focused products,Ease of use,14,Bissantz,,4.98429165,5.041712774,7,,2,
OLAP analysis-focused products,Ease of use,14,BOARD,,4.98429165,7.632313804,2,,2,
OLAP analysis-focused products,Ease of use,14,CALUMO,,4.98429165,3.129170144,10,,2,
OLAP analysis-focused products,Ease of use,14,Cubeware,,4.98429165,3.002155784,11,,2,
OLAP analysis-focused products,Ease of use,14,cubus,,4.98429165,6.503358843,4,,2,
OLAP analysis-focused products,Ease of use,14,IBM Plan Analytics,,4.98429165,2.365595066,13,,2,
OLAP analysis-focused products,Ease of use,14,Infor BI,,4.98429165,3.142625033,9,,2,
OLAP analysis-focused products,Ease of use,14,Jedox,,4.98429165,5.846951732,5,,2,
OLAP analysis-focused products,Ease of use,14,MS Excel,,4.98429165,5.352971986,6,,2,
OLAP analysis-focused products,Ease of use,14,Pyramid Analytics,,4.98429165,8.490740671,1,,2,
OLAP analysis-focused products,Ease of use,14,SAP BO Analysis,,4.98429165,2.566504388,12,,2,
OLAP analysis-focused products,Ease of use,14,TARGIT,,4.98429165,4.864545956,8,,2,
OLAP analysis-focused products,Ease of use,14,Unit4 prevero,,4.98429165,6.857145274,3,,2,
OLAP analysis-focused products,Sales experience,15,Bissantz,,7.236497426,8.690281516,4,,2,
OLAP analysis-focused products,Sales experience,15,BOARD,,7.236497426,7.292654489,7,,2,
OLAP analysis-focused products,Sales experience,15,CALUMO,,7.236497426,9.927779429,1,,2,
OLAP analysis-focused products,Sales experience,15,Cubeware,,7.236497426,6.713408473,9,,2,
OLAP analysis-focused products,Sales experience,15,cubus,,7.236497426,9.823223415,2,,2,
OLAP analysis-focused products,Sales experience,15,IBM Plan Analytics,,7.236497426,5.39481428,10,,2,
OLAP analysis-focused products,Sales experience,15,Infor BI,,7.236497426,4.137313522,13,,2,
OLAP analysis-focused products,Sales experience,15,Jedox,,7.236497426,7.29163898,8,,2,
OLAP analysis-focused products,Sales experience,15,MS Excel,,7.236497426,4.479419143,11,,2,
OLAP analysis-focused products,Sales experience,15,Pyramid Analytics,,7.236497426,9.46482705,3,,2,
OLAP analysis-focused products,Sales experience,15,SAP BO Analysis,,7.236497426,4.397683638,12,,2,
OLAP analysis-focused products,Sales experience,15,TARGIT,,7.236497426,8.296665926,5,,2,
OLAP analysis-focused products,Sales experience,15,Unit4 prevero,,7.236497426,8.164756673,6,,2,
OLAP analysis-focused products,Data volume,16,Bissantz,,2.392557826,2.884908195,3,,2,
OLAP analysis-focused products,Data volume,16,BOARD,,2.392557826,1.028213166,11,,2,
OLAP analysis-focused products,Data volume,16,CALUMO,,2.392557826,2.265830721,4,,2,
OLAP analysis-focused products,Data volume,16,Cubeware,,2.392557826,1.970361926,6,,2,
OLAP analysis-focused products,Data volume,16,cubus,,2.392557826,1.403851321,9,,2,
OLAP analysis-focused products,Data volume,16,IBM Plan Analytics,,2.392557826,1.573667712,7,,2,
OLAP analysis-focused products,Data volume,16,Infor BI,,2.392557826,1.275463095,10,,2,
OLAP analysis-focused products,Data volume,16,Jedox,,2.392557826,1.002343863,12,,2,
OLAP analysis-focused products,Data volume,16,MS Excel,,2.392557826,1,13,,2,
OLAP analysis-focused products,Data volume,16,Pyramid Analytics,,2.392557826,5.485893417,2,,2,
OLAP analysis-focused products,Data volume,16,SAP BO Analysis,,2.392557826,7.592476489,1,,2,
OLAP analysis-focused products,Data volume,16,TARGIT,,2.392557826,2.197044335,5,,2,
OLAP analysis-focused products,Data volume,16,Unit4 prevero,,2.392557826,1.423197492,8,,2,
OLAP analysis-focused products,Query performance,17,Bissantz,,5.575387768,5.726503048,5,,2,
OLAP analysis-focused products,Query performance,17,BOARD,,5.575387768,5.583001548,6,,2,
OLAP analysis-focused products,Query performance,17,CALUMO,,5.575387768,3.726480824,12,,2,
OLAP analysis-focused products,Query performance,17,Cubeware,,5.575387768,4.973206373,8,,2,
OLAP analysis-focused products,Query performance,17,cubus,,5.575387768,5.995496703,4,,2,
OLAP analysis-focused products,Query performance,17,IBM Plan Analytics,,5.575387768,6.976507895,3,,2,
OLAP analysis-focused products,Query performance,17,Infor BI,,5.575387768,4.731743431,10,,2,
OLAP analysis-focused products,Query performance,17,Jedox,,5.575387768,7.120086668,2,,2,
OLAP analysis-focused products,Query performance,17,MS Excel,,5.575387768,3.389637119,13,,2,
OLAP analysis-focused products,Query performance,17,Pyramid Analytics,,5.575387768,9.691119514,1,,2,
OLAP analysis-focused products,Query performance,17,SAP BO Analysis,,5.575387768,4.419485168,11,,2,
OLAP analysis-focused products,Query performance,17,TARGIT,,5.575387768,5.184724733,7,,2,
OLAP analysis-focused products,Query performance,17,Unit4 prevero,,5.575387768,4.962047957,9,,2,
OLAP analysis-focused products,Performance satisfaction,18,Bissantz,,5.292482413,6.860238353,3,,2,
OLAP analysis-focused products,Performance satisfaction,18,BOARD,,5.292482413,6.750392465,4,,2,
OLAP analysis-focused products,Performance satisfaction,18,CALUMO,,5.292482413,4.120710059,10,,2,
OLAP analysis-focused products,Performance satisfaction,18,Cubeware,,5.292482413,1.392931393,13,,2,
OLAP analysis-focused products,Performance satisfaction,18,cubus,,5.292482413,7.25464191,2,,2,
OLAP analysis-focused products,Performance satisfaction,18,IBM Plan Analytics,,5.292482413,6.612111293,5,,2,
OLAP analysis-focused products,Performance satisfaction,18,Infor BI,,5.292482413,4.692307692,9,,2,
OLAP analysis-focused products,Performance satisfaction,18,Jedox,,5.292482413,5.25695581,7,,2,
OLAP analysis-focused products,Performance satisfaction,18,MS Excel,,5.292482413,5.164720097,8,,2,
OLAP analysis-focused products,Performance satisfaction,18,Pyramid Analytics,,5.292482413,8.972704715,1,,2,
OLAP analysis-focused products,Performance satisfaction,18,SAP BO Analysis,,5.292482413,3.009380863,11,,2,
OLAP analysis-focused products,Performance satisfaction,18,TARGIT,,5.292482413,6.461538462,6,,2,
OLAP analysis-focused products,Performance satisfaction,18,Unit4 prevero,,5.292482413,2.253638254,12,,2,
OLAP analysis-focused products,Innovation,19,Bissantz,,4.339133369,6.653092686,1,,1,
OLAP analysis-focused products,Innovation,19,BOARD,,4.339133369,4.194071536,6,,1,
OLAP analysis-focused products,Innovation,19,CALUMO,,4.339133369,6.179879479,3,,1,
OLAP analysis-focused products,Innovation,19,Cubeware,,4.339133369,4.596686076,5,,1,
OLAP analysis-focused products,Innovation,19,cubus,,4.339133369,3.348527437,9,,1,
OLAP analysis-focused products,Innovation,19,IBM Plan Analytics,,4.339133369,2.906692797,13,,1,
OLAP analysis-focused products,Innovation,19,Infor BI,,4.339133369,2.97481534,11,,1,
OLAP analysis-focused products,Innovation,19,Jedox,,4.339133369,3.564087773,8,,1,
OLAP analysis-focused products,Innovation,19,MS Excel,,4.339133369,4.007588039,7,,1,
OLAP analysis-focused products,Innovation,19,Pyramid Analytics,,4.339133369,6.183153443,2,,1,
OLAP analysis-focused products,Innovation,19,SAP BO Analysis,,4.339133369,2.926884775,12,,1,
OLAP analysis-focused products,Innovation,19,TARGIT,,4.339133369,5.684871421,4,,1,
OLAP analysis-focused products,Innovation,19,Unit4 prevero,,4.339133369,3.188382992,10,,1,
OLAP analysis-focused products,Cloud BI,20,Bissantz,,3.272287789,3.492307692,5,,2,
OLAP analysis-focused products,Cloud BI,20,BOARD,,3.272287789,2.227272727,10,,2,
OLAP analysis-focused products,Cloud BI,20,CALUMO,,3.272287789,8.74,1,,2,
OLAP analysis-focused products,Cloud BI,20,Cubeware,,3.272287789,1.553846154,12,,2,
OLAP analysis-focused products,Cloud BI,20,cubus,,3.272287789,2.08,11,,2,
OLAP analysis-focused products,Cloud BI,20,IBM Plan Analytics,,3.272287789,2.255813953,9,,2,
OLAP analysis-focused products,Cloud BI,20,Infor BI,,3.272287789,1.473684211,13,,2,
OLAP analysis-focused products,Cloud BI,20,Jedox,,3.272287789,3.454545455,6,,2,
OLAP analysis-focused products,Cloud BI,20,MS Excel,,3.272287789,3.666666667,3,,2,
OLAP analysis-focused products,Cloud BI,20,Pyramid Analytics,,3.272287789,3,7,,2,
OLAP analysis-focused products,Cloud BI,20,SAP BO Analysis,,3.272287789,2.938461538,8,,2,
OLAP analysis-focused products,Cloud BI,20,TARGIT,,3.272287789,3.571428571,4,,2,
OLAP analysis-focused products,Cloud BI,20,Unit4 prevero,,3.272287789,4.085714286,2,,2,
OLAP analysis-focused products,Mobile BI,21,Bissantz,,3.76637886,4.40082067,4,,2,
OLAP analysis-focused products,Mobile BI,21,BOARD,,3.76637886,3.26778942,7,,2,
OLAP analysis-focused products,Mobile BI,21,CALUMO,,3.76637886,6.796484482,2,,2,
OLAP analysis-focused products,Mobile BI,21,Cubeware,,3.76637886,4.385387856,5,,2,
OLAP analysis-focused products,Mobile BI,21,cubus,,3.76637886,1,13,,2,
OLAP analysis-focused products,Mobile BI,21,IBM Plan Analytics,,3.76637886,2.16349329,11,,2,
OLAP analysis-focused products,Mobile BI,21,Infor BI,,3.76637886,4.126888218,6,,2,
OLAP analysis-focused products,Mobile BI,21,Jedox,,3.76637886,3.009720215,8,,2,
OLAP analysis-focused products,Mobile BI,21,MS Excel,,3.76637886,2.466335779,9,,2,
OLAP analysis-focused products,Mobile BI,21,Pyramid Analytics,,3.76637886,5.350453172,3,,2,
OLAP analysis-focused products,Mobile BI,21,SAP BO Analysis,,3.76637886,1.646688985,12,,2,
OLAP analysis-focused products,Mobile BI,21,TARGIT,,3.76637886,7.960725076,1,,2,
OLAP analysis-focused products,Mobile BI,21,Unit4 prevero,,3.76637886,2.388138019,10,,2,
OLAP analysis-focused products,Operational BI,22,Bissantz,,n/a,n/a,n/a,,2,
OLAP analysis-focused products,Operational BI,22,BOARD,,n/a,n/a,n/a,,2,
OLAP analysis-focused products,Operational BI,22,CALUMO,,n/a,n/a,n/a,,2,
OLAP analysis-focused products,Operational BI,22,Cubeware,,n/a,n/a,n/a,,2,
OLAP analysis-focused products,Operational BI,22,cubus,,n/a,n/a,n/a,,2,
OLAP analysis-focused products,Operational BI,22,IBM Plan Analytics,,n/a,n/a,n/a,,2,
OLAP analysis-focused products,Operational BI,22,Infor BI,,n/a,n/a,n/a,,2,
OLAP analysis-focused products,Operational BI,22,Jedox,,n/a,n/a,n/a,,2,
OLAP analysis-focused products,Operational BI,22,MS Excel,,n/a,n/a,n/a,,2,
OLAP analysis-focused products,Operational BI,22,Pyramid Analytics,,n/a,n/a,n/a,,2,
OLAP analysis-focused products,Operational BI,22,SAP BO Analysis,,n/a,n/a,n/a,,2,
OLAP analysis-focused products,Operational BI,22,TARGIT,,n/a,n/a,n/a,,2,
OLAP analysis-focused products,Operational BI,22,Unit4 prevero,,n/a,n/a,n/a,,2,
OLAP analysis-focused products,Visual design standards,23,Bissantz,,6.025148389,10,1,,2,
OLAP analysis-focused products,Visual design standards,23,BOARD,,6.025148389,6.627906977,5,,2,
OLAP analysis-focused products,Visual design standards,23,CALUMO,,6.025148389,4.2,11,,2,
OLAP analysis-focused products,Visual design standards,23,Cubeware,,6.025148389,8.178743961,2,,2,
OLAP analysis-focused products,Visual design standards,23,cubus,,6.025148389,5.746666667,8,,2,
OLAP analysis-focused products,Visual design standards,23,IBM Plan Analytics,,6.025148389,5.857142857,6,,2,
OLAP analysis-focused products,Visual design standards,23,Infor BI,,6.025148389,7.273504274,3,,2,
OLAP analysis-focused products,Visual design standards,23,Jedox,,6.025148389,5.059259259,9,,2,
OLAP analysis-focused products,Visual design standards,23,MS Excel,,6.025148389,3.974025974,12,,2,
OLAP analysis-focused products,Visual design standards,23,Pyramid Analytics,,6.025148389,5.857142857,7,,2,
OLAP analysis-focused products,Visual design standards,23,SAP BO Analysis,,6.025148389,4.816425121,10,,2,
OLAP analysis-focused products,Visual design standards,23,TARGIT,,6.025148389,3.958333333,13,,2,
OLAP analysis-focused products,Visual design standards,23,Unit4 prevero,,6.025148389,6.777777778,4,,2,
OLAP analysis-focused products,Location intelligence,24,Bissantz,,4.039205162,8.714285714,2,,2,
OLAP analysis-focused products,Location intelligence,24,BOARD,,4.039205162,4.043478261,5,,2,
OLAP analysis-focused products,Location intelligence,24,CALUMO,,4.039205162,3.777777778,6,,2,
OLAP analysis-focused products,Location intelligence,24,Cubeware,,4.039205162,3.608695652,8,,2,
OLAP analysis-focused products,Location intelligence,24,cubus,,4.039205162,3.4,9,,2,
OLAP analysis-focused products,Location intelligence,24,IBM Plan Analytics,,4.039205162,1.930232558,11,,2,
OLAP analysis-focused products,Location intelligence,24,Infor BI,,4.039205162,1,12,,2,
OLAP analysis-focused products,Location intelligence,24,Jedox,,4.039205162,3.666666667,7,,2,
OLAP analysis-focused products,Location intelligence,24,MS Excel,,4.039205162,4.076923077,4,,2,
OLAP analysis-focused products,Location intelligence,24,Pyramid Analytics,,4.039205162,10,1,,2,
OLAP analysis-focused products,Location intelligence,24,SAP BO Analysis,,4.039205162,2.081081081,10,,2,
OLAP analysis-focused products,Location intelligence,24,TARGIT,,4.039205162,5.210526316,3,,2,
OLAP analysis-focused products,Location intelligence,24,Unit4 prevero,,4.039205162,1,12,,2,
OLAP analysis-focused products,Visual analysis,25,Bissantz,,4.821299072,6.658049354,4,,2,
OLAP analysis-focused products,Visual analysis,25,BOARD,,4.821299072,4.803910293,7,,2,
OLAP analysis-focused products,Visual analysis,25,CALUMO,,4.821299072,7.385135135,3,,2,
OLAP analysis-focused products,Visual analysis,25,Cubeware,,4.821299072,5.256756757,6,,2,
OLAP analysis-focused products,Visual analysis,25,cubus,,4.821299072,4.515970516,8,,2,
OLAP analysis-focused products,Visual analysis,25,IBM Plan Analytics,,4.821299072,2.326781327,11,,2,
OLAP analysis-focused products,Visual analysis,25,Infor BI,,4.821299072,1,13,,2,
OLAP analysis-focused products,Visual analysis,25,Jedox,,4.821299072,2.630247269,10,,2,
OLAP analysis-focused products,Visual analysis,25,MS Excel,,4.821299072,5.312039312,5,,2,
OLAP analysis-focused products,Visual analysis,25,Pyramid Analytics,,4.821299072,9.243243243,1,,2,
OLAP analysis-focused products,Visual analysis,25,SAP BO Analysis,,4.821299072,3.151767152,9,,2,
OLAP analysis-focused products,Visual analysis,25,TARGIT,,4.821299072,8.702702703,2,,2,
OLAP analysis-focused products,Visual analysis,25,Unit4 prevero,,4.821299072,1.690284879,12,,2,
OLAP analysis-focused products,Data Preparation,26,Bissantz,,n/a,n/a,n/a,,2,
OLAP analysis-focused products,Data Preparation,26,BOARD,,n/a,n/a,n/a,,2,
OLAP analysis-focused products,Data Preparation,26,CALUMO,,n/a,n/a,n/a,,2,
